winner,winner,winner_number,overall_p1,overall_p2,tournament,surface,player2,player2_num,player1,player1_num,original_location,city,country,location,level,year,round,score,withdrawal,retirement,score,winner_set1,loser_set1,winner_set2,loser_set2,winner_set3,loser_set3,winner_set4,loser_set4,winner_set5,loser_set5,set1,set2,set3,set4,set5,winner_sets,loser_sets,winner_games,loser_games
"Djokovic,‘_Novak",Djokovic,1,16,2,SRB vs. CZE WG SF,Hard,Berdych,6,Djokovic,1,Serbia,Belgrade,Serbia,Europe,Olympics/DC,2010,RR,"4-6, 6-3, 6-2, 6-4‘_",0,0,"4-6, 6-3, 6-2, 6-4",4,6,6,3,6,2,6,4,0,0,-2,3,4,2,0,3,1,22,15
"Djokovic,‘_Novak",Djokovic,1,16,2,SRB vs.CZE DC Final,Hard,Berdych,6,Djokovic,1,Serbia,Belgrade,Serbia,Europe,Olympics/DC,2013,RR,"6-4, 7-6(5), 6-2‘_",0,0,"6-4, 7-6(5), 6-2",6,4,7,6,6,2,0,0,0,0,2,1,4,0,0,3,0,19,12
"Djokovic,‘_Novak",Djokovic,1,4,0,SRB vs.CAN WG SF,Clay,Raonic,7,Djokovic,1,Serbia,Belgrade,Serbia,Europe,Olympics/DC,2013,RR,"7-6(1), 6-2, 6-2‘_",0,0,"7-6(1), 6-2, 6-2",7,6,6,2,6,2,0,0,0,0,1,4,4,0,0,3,0,19,10
"Djokovic,‘_Novak",Djokovic,1,15,3,ATP World Tour Masters 1000 Madrid,Clay,Wawrinka,3,Djokovic,1,Spain,Madrid,Spain,Europe,Masters 1000,2012,R16,"7-6(5), 6-4‘_",0,0,"7-6(5), 6-4",7,6,6,4,0,0,0,0,0,0,1,2,0,0,0,2,0,13,10
"Djokovic,‘_Novak",Djokovic,1,15,8,ATP Masters Series Madrid,Hard,Murray,5,Djokovic,1,Spain,Madrid,Spain,Europe,Masters 1000,2006,R16,"1-6, 7-5, 6-3‘_",0,0,"1-6, 7-5, 6-3",1,6,7,5,6,3,0,0,0,0,-5,2,3,0,0,2,1,14,14
"Djokovic,‘_Novak",Djokovic,1,15,8,ATP Masters Series Miami,Hard,Murray,5,Djokovic,1,"FL, U.S.A.",Miami,Spain,Europe,Masters 1000,2007,S,"6-1, 6-0‘_",0,0,"6-1, 6-0",6,1,6,0,0,0,0,0,0,0,5,6,0,0,0,2,0,12,1
"Federer,‘_Roger",Federer,2,14,2,ATP World Tour Masters 1000 Madrid,Clay,Wawrinka,3,Federer,2,Spain,Madrid,Spain,Europe,Masters 1000,2010,R16,"6-3, 6-1‘_",0,0,"6-3, 6-1",6,3,6,1,0,0,0,0,0,0,3,5,0,0,0,2,0,12,4
"Nishikori,‘_Kei",Nishikori,4,2,2,ATP World Tour Masters 1000 Madrid,Clay,Nishikori,4,Federer,2,Spain,Madrid,Spain,Europe,Masters 1000,2013,R16,"6-4, 1-6, 6-2‘_",0,0,"6-4, 1-6, 6-2",6,4,1,6,6,2,0,0,0,0,2,-5,4,0,0,2,1,13,12
"Murray,‘_Andy",Murray,5,11,11,ATP Masters Series Madrid,Hard,Murray,5,Federer,2,Spain,Madrid,Spain,Europe,Masters 1000,2008,S,"3-6, 6-3, 7-5‘_",0,0,"3-6, 6-3, 7-5",3,6,6,3,7,5,0,0,0,0,-3,3,2,0,0,2,1,16,14
"Federer,‘_Roger",Federer,2,12,6,ATP World Tour Masters 1000 Madrid,Clay,Berdych,6,Federer,2,Spain,Madrid,Spain,Europe,Masters 1000,2012,F,"3-6, 7-5, 7-5‘_",0,0,"3-6, 7-5, 7-5",3,6,7,5,7,5,0,0,0,0,-3,2,2,0,0,2,1,17,16
"Federer,‘_Roger",Federer,2,6,1,ATP World Tour Masters 1000 Madrid,Clay,Raonic,7,Federer,2,Spain,Madrid,Spain,Europe,Masters 1000,2012,R32,"4-6, 7-5, 7-6(4)‘_",0,0,"4-6, 7-5, 7-6(4)",4,6,7,5,7,6,0,0,0,0,-2,2,1,0,0,2,1,18,17
"Wawrinka,‘_Stan",Wawrinka,3,6,8,ATP Masters Series Miami,Hard,Murray,5,Wawrinka,3,"FL, U.S.A.",Miami,Spain,Europe,Masters 1000,2006,R128,"7-5, 3-6, 6-4‘_",0,0,"7-5, 3-6, 6-4",7,5,3,6,6,4,0,0,0,0,2,-3,2,0,0,2,1,16,15
"Wawrinka,‘_Stan",Wawrinka,3,9,5,ATP World Tour Masters 1000 Madrid,Clay,Berdych,6,Wawrinka,3,Spain,Madrid,Spain,Europe,Masters 1000,2013,S,"6-3, 4-6, 6-4‘_",0,0,"6-3, 4-6, 6-4",6,3,4,6,6,4,0,0,0,0,3,-2,2,0,0,2,1,16,13
"Nishikori,‘_Kei",Nishikori,4,4,1,ATP World Tour Masters 1000 Madrid,Clay,Raonic,7,Nishikori,4,Spain,Madrid,Spain,Europe,Masters 1000,2014,R16,"7-6(5), 7-6(5)‘_",0,0,"7-6(5), 7-6(5)",7,6,7,6,0,0,0,0,0,0,1,1,0,0,0,2,0,14,12
"Nishikori,‘_Kei",Nishikori,4,5,3,Barcelona,Clay,Cilic,8,Nishikori,4,Spain,Barcelona,Spain,Europe,Other,2014,Q,"6-1, 6-3‘_",0,0,"6-1, 6-3",6,1,6,3,0,0,0,0,0,0,5,3,0,0,0,2,0,12,4
"Berdych,‘_Tomas",Berdych,6,4,6,ATP World Tour Masters 1000 Madrid,Clay,Berdych,6,Murray,5,Spain,Madrid,Spain,Europe,Masters 1000,2013,Q,"7-6(3), 6-4‘_",0,0,"7-6(3), 6-4",7,6,6,4,0,0,0,0,0,0,1,2,0,0,0,2,0,13,10
"Raonic,‘_Milos",Raonic,7,1,3,Barcelona,Clay,Raonic,7,Murray,5,Spain,Barcelona,Spain,Europe,Other,2012,Q,"6-4, 7-6(3)‘_",0,0,"6-4, 7-6(3)",6,4,7,6,0,0,0,0,0,0,2,1,0,0,0,2,0,13,10
"Murray,‘_Andy",Murray,5,10,2,ATP Masters Series Madrid,Hard,Cilic,8,Murray,5,Spain,Madrid,Spain,Europe,Masters 1000,2008,R16,"7-5, 7-6(2)‘_",0,0,"7-5, 7-6(2)",7,5,7,6,0,0,0,0,0,0,2,1,0,0,0,2,0,14,11
"Cilic,‘_Marin",Cilic,8,1,1,Valencia,Hard,Cilic,8,Raonic,7,Spain,Valencia,Spain,Europe,Other,2011,R32,"6-4, 6-4‘_",0,0,"6-4, 6-4",6,4,6,4,0,0,0,0,0,0,2,2,0,0,0,2,0,12,8
"Federer,‘_Roger",Federer,2,14,2,Stockholm,Hard,Wawrinka,3,Federer,2,Sweden,Stockholm,Sweden,Europe,Other,2010,Q,"2-6, 6-3, 6-2‘_",0,0,"2-6, 6-3, 6-2",2,6,6,3,6,2,0,0,0,0,-4,3,4,0,0,2,1,14,11
"Djokovic,‘_Novak",Djokovic,1,17,19,Basel,Hard,Federer,2,Djokovic,1,Switzerland,Basel,Switzerland,Europe,Other,2009,F,"6-4, 4-6, 6-2‘_",0,0,"6-4, 4-6, 6-2",6,4,4,6,6,2,0,0,0,0,2,-2,4,0,0,2,1,16,12
"Federer,‘_Roger",Federer,2,17,19,Basel,Hard,Federer,2,Djokovic,1,Switzerland,Basel,Switzerland,Europe,Other,2010,F,"6-4, 3-6, 6-1‘_",0,0,"6-4, 3-6, 6-1",6,4,3,6,6,1,0,0,0,0,2,-3,5,0,0,2,1,15,11
"Federer,‘_Roger",Federer,2,17,19,SUI v. SCG WG PO,Hard,Federer,2,Djokovic,1,Switzerland,Geneva,Switzerland,Europe,Olympics/DC,2006,RR,"6-3, 6-2, 6-3‘_",0,0,"6-3, 6-2, 6-3",6,3,6,2,6,3,0,0,0,0,3,4,3,0,0,3,0,18,8
"Djokovic,‘_Novak",Djokovic,1,15,3,Basel,Hard,Wawrinka,3,Djokovic,1,Switzerland,Basel,Switzerland,Europe,Other,2009,Q,"3-6, 7-6(5), 6-2‘_",0,0,"3-6, 7-6(5), 6-2",3,6,7,6,6,2,0,0,0,0,-3,1,4,0,0,2,1,16,14
"Djokovic,‘_Novak",Djokovic,1,15,3,SUI v. SCG WG PO,Hard,Wawrinka,3,Djokovic,1,Switzerland,Geneva,Switzerland,Europe,Olympics/DC,2006,RR,"6-4, 3-6, 2-6, 7-6(3), 6-4‘_",0,0,"6-4, 3-6, 2-6, 7-6(3), 6-4",6,4,3,6,2,6,7,6,6,4,2,-3,-4,1,2,3,2,24,26
"Nishikori,‘_Kei",Nishikori,4,2,2,Basel,Hard,Nishikori,4,Djokovic,1,Switzerland,Basel,Switzerland,Europe,Other,2011,S,"2-6, 7-6(4), 6-0‘_",0,0,"2-6, 7-6(4), 6-0",2,6,7,6,6,0,0,0,0,0,-4,1,6,0,0,2,1,15,12
"Federer,‘_Roger",Federer,2,14,2,Basel,Hard,Wawrinka,3,Federer,2,Switzerland,Basel,Switzerland,Europe,Other,2011,S,"7-6(5), 6-2‘_",0,0,"7-6(5), 6-2",7,6,6,2,0,0,0,0,0,0,1,4,0,0,0,2,0,13,8
"Federer,‘_Roger",Federer,2,2,2,Basel,Hard,Nishikori,4,Federer,2,Switzerland,Basel,Switzerland,Europe,Other,2011,F,"6-1, 6-3‘_",0,0,"6-1, 6-3",6,1,6,3,0,0,0,0,0,0,5,3,0,0,0,2,0,12,4
"Wawrinka,‘_Stan",Wawrinka,3,6,8,SUI vs. GBR WG PO,Clay,Murray,5,Wawrinka,3,"Geneva, Switzerland",Geneva,Switzerland,Europe,Olympics/DC,2005,RR,"6-3, 7-6(5), 6-4‘_",0,0,"6-3, 7-6(5), 6-4",6,3,7,6,6,4,0,0,0,0,3,1,2,0,0,3,0,19,13
"Berdych,‘_Tomas",Berdych,6,9,5,Basel,Hard,Berdych,6,Wawrinka,3,Switzerland,Basel,Switzerland,Europe,Other,2007,R16,"7-5, 6-4‘_",0,0,"7-5, 6-4",7,5,6,4,0,0,0,0,0,0,2,2,0,0,0,2,0,13,9
"Berdych,‘_Tomas",Berdych,6,9,5,SUI vs. CZE 1st Rd.,Hard,Berdych,6,Wawrinka,3,Switzerland,Geneva,Switzerland,Europe,Olympics/DC,2013,RR,"6-3, 6-4, 3-6, 7-6(5)‘_",0,0,"6-3, 6-4, 3-6, 7-6(5)",6,3,6,4,3,6,7,6,0,0,3,2,-3,1,0,3,1,22,19
"Nishikori,‘_Kei",Nishikori,4,3,1,Basel,Hard,Berdych,6,Nishikori,4,Switzerland,Basel,Switzerland,Europe,Other,2011,R32,"3-6, 6-3, 6-2‘_",0,0,"3-6, 6-3, 6-2",3,6,6,3,6,2,0,0,0,0,-3,3,4,0,0,2,1,15,11
"Murray,‘_Andy",Murray,5,4,6,Basel,Carpet,Berdych,6,Murray,5,Switzerland,Basel,Switzerland,Europe,Other,2005,R16,"6-4, 2-6, 6-4‘_",0,0,"6-4, 2-6, 6-4",6,4,2,6,6,4,0,0,0,0,2,-4,2,0,0,2,1,14,14
"Djokovic,‘_Novak",Djokovic,1,16,2,Bangkok,Hard,Berdych,6,Djokovic,1,Thailand,Bangkok,Thailand,Asia,Other,2008,S,"7-5, 6-1‘_",0,0,"7-5, 6-1",7,5,6,1,0,0,0,0,0,0,2,5,0,0,0,2,0,13,6
"Federer,‘_Roger",Federer,2,11,11,Bangkok,Hard,Murray,5,Federer,2,Thailand,Bangkok,Thailand,Asia,Other,2005,F,"6-3, 7-5‘_",0,0,"6-3, 7-5",6,3,7,5,0,0,0,0,0,0,3,2,0,0,0,2,0,13,8
"Raonic,‘_Milos",Raonic,7,1,3,Bangkok,Hard,Raonic,7,Berdych,6,Thailand,Bangkok,Thailand,Asia,Other,2013,F,"7-6(4), 6-3‘_",0,0,"7-6(4), 6-3",7,6,6,3,0,0,0,0,0,0,1,3,0,0,0,2,0,13,9
"Federer,‘_Roger",Federer,2,14,2,Rotterdam,Hard,Wawrinka,3,Federer,2,The Netherlands,Rotterdam,The Netherlands,Europe,Other,2005,R16,"6-1, 6-4‘_",0,0,"6-1, 6-4",6,1,6,4,0,0,0,0,0,0,5,2,0,0,0,2,0,12,5
"Cilic,‘_Marin",Cilic,8,10,2,Rotterdam,Hard,Cilic,8,Murray,5,The Netherlands,Rotterdam,The Netherlands,Europe,Other,2014,Q,"6-3, 6-4‘_",0,0,"6-3, 6-4",6,3,6,4,0,0,0,0,0,0,3,2,0,0,0,2,0,12,7
"Berdych,‘_Tomas",Berdych,6,5,4,Rotterdam,Hard,Cilic,8,Berdych,6,The Netherlands,Rotterdam,The Netherlands,Europe,Other,2014,F,"6-4, 6-2‘_",0,0,"6-4, 6-2",6,4,6,2,0,0,0,0,0,0,2,4,0,0,0,2,0,12,6
"Djokovic,‘_Novak",Djokovic,1,17,19,Dubai,Hard,Federer,2,Djokovic,1,U.A.E.,Dubai,U.A.E.,Middle East,Other,2011,F,"6-3, 6-3‘_",0,0,"6-3, 6-3",6,3,6,3,0,0,0,0,0,0,3,3,0,0,0,2,0,12,6
"Federer,‘_Roger",Federer,2,17,19,Dubai,Hard,Federer,2,Djokovic,1,U.A.E.,Dubai,U.A.E.,Middle East,Other,2014,S,"3-6, 6-3, 6-2‘_",0,0,"3-6, 6-3, 6-2",3,6,6,3,6,2,0,0,0,0,-3,3,4,0,0,2,1,15,11
"Federer,‘_Roger",Federer,2,17,19,Dubai,Hard,Federer,2,Djokovic,1,U.A.E.,Dubai,U.A.E.,Middle East,Other,2007,Q,"6-3, 6-7(6), 6-3‘_",0,0,"6-3, 6-7(6), 6-3",6,3,6,7,6,3,0,0,0,0,3,-1,3,0,0,2,1,18,13
"Murray,‘_Andy",Murray,5,15,8,Dubai,Hard,Murray,5,Djokovic,1,U.A.E.,Dubai,U.A.E.,Middle East,Other,2012,S,"6-2, 7-5‘_",0,0,"6-2, 7-5",6,2,7,5,0,0,0,0,0,0,4,2,0,0,0,2,0,13,7
"Djokovic,‘_Novak",Djokovic,1,16,2,Dubai,Hard,Berdych,6,Djokovic,1,U.A.E.,Dubai,U.A.E.,Middle East,Other,2013,F,"7-5, 6-3‘_",0,0,"7-5, 6-3",7,5,6,3,0,0,0,0,0,0,2,3,0,0,0,2,0,13,8
"Djokovic,‘_Novak",Djokovic,1,16,2,Dubai,Hard,Berdych,6,Djokovic,1,U.A.E.,Dubai,U.A.E.,Middle East,Other,2011,S,"6-7(5), 6-2, 4-2 RET‘_",0,1,"6-7(5), 6-2, 4-2",6,7,6,2,4,2,0,0,0,0,-1,4,2,0,0,2,1,16,11
"Djokovic,‘_Novak",Djokovic,1,10,0,Dubai,Hard,Cilic,8,Djokovic,1,U.A.E.,Dubai,U.A.E.,Middle East,Other,2009,Q,"6-3, 6-4‘_",0,0,"6-3, 6-4",6,3,6,4,0,0,0,0,0,0,3,2,0,0,0,2,0,12,7
"Djokovic,‘_Novak",Djokovic,1,10,0,Dubai,Hard,Cilic,8,Djokovic,1,U.A.E.,Dubai,U.A.E.,Middle East,Other,2008,R32,"6-4, 6-3‘_",0,0,"6-4, 6-3",6,4,6,3,0,0,0,0,0,0,2,3,0,0,0,2,0,12,7
"Federer,‘_Roger",Federer,2,14,2,Dubai,Hard,Wawrinka,3,Federer,2,U.A.E.,Dubai,U.A.E.,Middle East,Other,2006,R32,"7-6(3), 6-3‘_",0,0,"7-6(3), 6-3",7,6,6,3,0,0,0,0,0,0,1,3,0,0,0,2,0,13,9
"Federer,‘_Roger",Federer,2,11,11,Dubai,Hard,Murray,5,Federer,2,U.A.E.,Dubai,U.A.E.,Middle East,Other,2012,F,"7-5, 6-4‘_",0,0,"7-5, 6-4",7,5,6,4,0,0,0,0,0,0,2,2,0,0,0,2,0,13,9
"Murray,‘_Andy",Murray,5,11,11,Dubai,Hard,Murray,5,Federer,2,U.A.E.,Dubai,U.A.E.,Middle East,Other,2008,R32,"6-7(6), 6-3, 6-4‘_",0,0,"6-7(6), 6-3, 6-4",6,7,6,3,6,4,0,0,0,0,-1,3,2,0,0,2,1,18,14
"Berdych,‘_Tomas",Berdych,6,12,6,Dubai,Hard,Berdych,6,Federer,2,U.A.E.,Dubai,U.A.E.,Middle East,Other,2013,S,"3-6, 7-6(8), 6-4‘_",0,0,"3-6, 7-6(8), 6-4",3,6,7,6,6,4,0,0,0,0,-3,1,2,0,0,2,1,16,16
"Federer,‘_Roger",Federer,2,12,6,Dubai,Hard,Berdych,6,Federer,2,U.A.E.,Dubai,U.A.E.,Middle East,Other,2014,F,"3-6, 6-4, 6-3‘_",0,0,"3-6, 6-4, 6-3",3,6,6,4,6,3,0,0,0,0,-3,2,3,0,0,2,1,15,13
"Murray,‘_Andy",Murray,5,4,6,Dubai,Hard,Berdych,6,Murray,5,U.A.E.,Dubai,U.A.E.,Middle East,Other,2012,Q,"6-3, 7-5‘_",0,0,"6-3, 7-5",6,3,7,5,0,0,0,0,0,0,3,2,0,0,0,2,0,13,8
"Djokovic,‘_Novak",Djokovic,1,17,19,ATP World Tour Masters 1000 Indian Wells,Hard,Federer,2,Djokovic,1,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2014,F,"3-6, 6-3, 7-6(3)‘_",0,0,"3-6, 6-3, 7-6(3)",3,6,6,3,7,6,0,0,0,0,-3,3,1,0,0,2,1,16,15
"Djokovic,‘_Novak",Djokovic,1,17,19,ATP World Tour Masters 1000 Indian Wells,Hard,Federer,2,Djokovic,1,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2011,S,"6-3, 3-6, 6-2‘_",0,0,"6-3, 3-6, 6-2",6,3,3,6,6,2,0,0,0,0,3,-3,4,0,0,2,1,15,11
"Djokovic,‘_Novak",Djokovic,1,17,19,ATP World Tour Masters 1000 Miami,Hard,Federer,2,Djokovic,1,"FL, U.S.A.",Miami,US,Americas,Masters 1000,2009,S,"3-6, 6-2, 6-3‘_",0,0,"3-6, 6-2, 6-3",3,6,6,2,6,3,0,0,0,0,-3,4,3,0,0,2,1,15,11
"Djokovic,‘_Novak",Djokovic,1,17,19,US Open,Hard,Federer,2,Djokovic,1,"NY, U.S.A.",New York,US,Americas,Grand Slam,2011,S,"6-7(7), 4-6, 6-3, 6-2, 7-5‘_",0,0,"6-7(7), 4-6, 6-3, 6-2, 7-5",6,7,4,6,6,3,6,2,7,5,-1,-2,3,4,2,3,2,29,23
"Djokovic,‘_Novak",Djokovic,1,17,19,US Open,Hard,Federer,2,Djokovic,1,"NY, U.S.A.",New York,US,Americas,Grand Slam,2010,S,"5-7, 6-1, 5-7, 6-2, 7-5‘_",0,0,"5-7, 6-1, 5-7, 6-2, 7-5",5,7,6,1,5,7,6,2,7,5,-2,5,-2,4,2,3,2,29,22
"Federer,‘_Roger",Federer,2,17,19,ATP World Tour Masters 1000 Cincinnati,Hard,Federer,2,Djokovic,1,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2012,F,"6-0, 7-6(7)‘_",0,0,"6-0, 7-6(7)",6,0,7,6,0,0,0,0,0,0,6,1,0,0,0,2,0,13,6
"Federer,‘_Roger",Federer,2,17,19,ATP World Tour Masters 1000 Cincinnati,Hard,Federer,2,Djokovic,1,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2009,F,"6-1, 7-5‘_",0,0,"6-1, 7-5",6,1,7,5,0,0,0,0,0,0,5,2,0,0,0,2,0,13,6
"Federer,‘_Roger",Federer,2,17,19,US Open,Hard,Federer,2,Djokovic,1,"NY, U.S.A.",New York,US,Americas,Grand Slam,2009,S,"7-6(3), 7-5, 7-5‘_",0,0,"7-6(3), 7-5, 7-5",7,6,7,5,7,5,0,0,0,0,1,2,2,0,0,3,0,21,16
"Federer,‘_Roger",Federer,2,17,19,US Open,Hard,Federer,2,Djokovic,1,"NY, U.S.A.",New York,US,Americas,Grand Slam,2008,S,"6-3, 5-7, 7-5, 6-2‘_",0,0,"6-3, 5-7, 7-5, 6-2",6,3,5,7,7,5,6,2,0,0,3,-2,2,4,0,3,1,24,17
"Federer,‘_Roger",Federer,2,17,19,US Open,Hard,Federer,2,Djokovic,1,"NY, U.S.A.",New York,US,Americas,Grand Slam,2007,F,"7-6(4), 7-6(2), 6-4‘_",0,0,"7-6(4), 7-6(2), 6-4",7,6,7,6,6,4,0,0,0,0,1,1,2,0,0,3,0,20,16
"Djokovic,‘_Novak",Djokovic,1,15,3,ATP Masters Series Indian Wells,Hard,Wawrinka,3,Djokovic,1,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2008,Q,"7-6(5), 6-2‘_",0,0,"7-6(5), 6-2",7,6,6,2,0,0,0,0,0,0,1,4,0,0,0,2,0,13,8
"Djokovic,‘_Novak",Djokovic,1,15,3,ATP World Tour Masters 1000 Indian Wells,Hard,Wawrinka,3,Djokovic,1,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2009,R16,"7-6(7), 7-6(6)‘_",0,0,"7-6(7), 7-6(6)",7,6,7,6,0,0,0,0,0,0,1,1,0,0,0,2,0,14,12
"Djokovic,‘_Novak",Djokovic,1,15,3,US Open,Hard,Wawrinka,3,Djokovic,1,"NY, U.S.A.",New York,US,Americas,Grand Slam,2013,S,"2-6, 7-6(4), 3-6, 6-3, 6-4‘_",0,0,"2-6, 7-6(4), 3-6, 6-3, 6-4",2,6,7,6,3,6,6,3,6,4,-4,1,-3,3,2,3,2,24,25
"Djokovic,‘_Novak",Djokovic,1,15,3,US Open,Hard,Wawrinka,3,Djokovic,1,"NY, U.S.A.",New York,US,Americas,Grand Slam,2012,R16,"6-4, 6-1, 3-1 RET‘_",0,1,"6-4, 6-1, 3-1",6,4,6,1,3,1,0,0,0,0,2,5,2,0,0,3,0,15,6
"Djokovic,‘_Novak",Djokovic,1,2,2,ATP World Tour Masters 1000 Miami,Hard,Nishikori,4,Djokovic,1,"FL, U.S.A.",Miami,US,Americas,Masters 1000,2014,S, W/O‘_,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nishikori,‘_Kei",Nishikori,4,2,2,US Open,Hard,Nishikori,4,Djokovic,1,"NY, U.S.A.",New York,US,Americas,Grand Slam,2014,S,"6-4, 1-6, 7-6(4), 6-3‘_",0,0,"6-4, 1-6, 7-6(4), 6-3",6,4,1,6,7,6,6,3,0,0,2,-5,1,3,0,3,1,20,19
"Djokovic,‘_Novak",Djokovic,1,15,8,ATP Masters Series Indian Wells,Hard,Murray,5,Djokovic,1,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2007,S,"6-2, 6-3‘_",0,0,"6-2, 6-3",6,2,6,3,0,0,0,0,0,0,4,3,0,0,0,2,0,12,5
"Djokovic,‘_Novak",Djokovic,1,15,8,ATP World Tour Masters 1000 Miami,Hard,Murray,5,Djokovic,1,"FL, U.S.A.",Miami,US,Americas,Masters 1000,2014,Q,"7-5, 6-3‘_",0,0,"7-5, 6-3",7,5,6,3,0,0,0,0,0,0,2,3,0,0,0,2,0,13,8
"Djokovic,‘_Novak",Djokovic,1,15,8,ATP World Tour Masters 1000 Miami,Hard,Murray,5,Djokovic,1,"FL, U.S.A.",Miami,US,Americas,Masters 1000,2012,F,"6-1, 7-6(4)‘_",0,0,"6-1, 7-6(4)",6,1,7,6,0,0,0,0,0,0,5,1,0,0,0,2,0,13,7
"Djokovic,‘_Novak",Djokovic,1,15,8,US Open,Hard,Murray,5,Djokovic,1,"NY, U.S.A.",New York,US,Americas,Grand Slam,2014,Q,"7-6(1), 6-7(1), 6-2, 6-4‘_",0,0,"7-6(1), 6-7(1), 6-2, 6-4",7,6,6,7,6,2,6,4,0,0,1,-1,4,2,0,3,1,25,19
"Murray,‘_Andy",Murray,5,15,8,ATP Masters Series Cincinnati,Hard,Murray,5,Djokovic,1,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2008,F,"7-6(4), 7-6(5)‘_",0,0,"7-6(4), 7-6(5)",7,6,7,6,0,0,0,0,0,0,1,1,0,0,0,2,0,14,12
"Murray,‘_Andy",Murray,5,15,8,ATP World Tour Masters 1000 Cincinnati,Hard,Murray,5,Djokovic,1,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2011,F,"6-4, 3-0 RET‘_",0,1,"6-4, 3-0",6,4,3,0,0,0,0,0,0,0,2,3,0,0,0,2,0,9,4
"Murray,‘_Andy",Murray,5,15,8,ATP World Tour Masters 1000 Miami,Hard,Murray,5,Djokovic,1,"FL, U.S.A.",Miami,US,Americas,Masters 1000,2009,F,"6-2, 7-5‘_",0,0,"6-2, 7-5",6,2,7,5,0,0,0,0,0,0,4,2,0,0,0,2,0,13,7
"Murray,‘_Andy",Murray,5,15,8,US Open,Hard,Murray,5,Djokovic,1,"NY, U.S.A.",New York,US,Americas,Grand Slam,2012,F,"7-6(10), 7-5, 2-6, 3-6, 6-2‘_",0,0,"7-6(10), 7-5, 2-6, 3-6, 6-2",7,6,7,5,2,6,3,6,6,2,1,2,-4,-3,4,3,2,25,25
"Djokovic,‘_Novak",Djokovic,1,16,2,ATP World Tour Masters 1000 Cincinnati,Hard,Berdych,6,Djokovic,1,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2011,S,7-5 RET‘_,0,1,40363,7,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,7,5
"Djokovic,‘_Novak",Djokovic,1,16,2,ATP World Tour Masters 1000 Miami,Hard,Berdych,6,Djokovic,1,"FL, U.S.A.",Miami,US,Americas,Masters 1000,2009,R16,"6-3, 6-2‘_",0,0,"6-3, 6-2",6,3,6,2,0,0,0,0,0,0,3,4,0,0,0,2,0,12,5
"Djokovic,‘_Novak",Djokovic,1,10,0,ATP World Tour Masters 1000 Cincinnati,Hard,Cilic,8,Djokovic,1,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2012,Q,"6-3, 6-2‘_",0,0,"6-3, 6-2",6,3,6,2,0,0,0,0,0,0,3,4,0,0,0,2,0,12,5
"Djokovic,‘_Novak",Djokovic,1,10,0,ATP World Tour Masters 1000 Indian Wells,Hard,Cilic,8,Djokovic,1,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2014,R16,"1-6, 6-2, 6-3‘_",0,0,"1-6, 6-2, 6-3",1,6,6,2,6,3,0,0,0,0,-5,4,3,0,0,2,1,13,11
"Djokovic,‘_Novak",Djokovic,1,10,0,US Open,Hard,Cilic,8,Djokovic,1,"NY, U.S.A.",New York,US,Americas,Grand Slam,2008,R32,"6-7(7), 7-5, 6-4, 7-6(0)‘_",0,0,"6-7(7), 7-5, 6-4, 7-6(0)",6,7,7,5,6,4,7,6,0,0,-1,2,2,1,0,3,1,26,22
"Federer,‘_Roger",Federer,2,14,2,ATP World Tour Masters 1000 Cincinnati,Hard,Wawrinka,3,Federer,2,"OH, U.S.A.",Cincinnati,US,Americas,Masters 1000,2012,S,"7-6(4), 6-3‘_",0,0,"7-6(4), 6-3",7,6,6,3,0,0,0,0,0,0,1,3,0,0,0,2,0,13,9
"Federer,‘_Roger",Federer,2,14,2,ATP World Tour Masters 1000 Indian Wells,Hard,Wawrinka,3,Federer,2,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2013,R16,"6-3, 6-7(4), 7-5‘_",0,0,"6-3, 6-7(4), 7-5",6,3,6,7,7,5,0,0,0,0,3,-1,2,0,0,2,1,19,15
"Federer,‘_Roger",Federer,2,14,2,ATP World Tour Masters 1000 Indian Wells,Hard,Wawrinka,3,Federer,2,"CA, U.S.A.",Indian Wells,US,Americas,Masters 1000,2011,Q,"6-3, 6-4‘_",0,0,"6-3, 6-4",6,3,6,4,0,0,0,0,0,0,3,2,0,0,0,2,0,12,7
"Nishikori,‘_Kei",Nishikori,4,2,2,ATP World Tour Masters 1000 Miami,Hard,Nishikori,4,Federer,2,"FL, U.S.A.",Miami,US,Americas,Masters 1000,2014,Q,"3-6, 7-5, 6-4‘_",0,0,"3-6, 7-5, 6-4",3,6,7,5,6,4,0,0,0,0,-3,2,2,0,0,2,1,16,15
